split,random_state,samples_total,train_samples,test_samples,n_features,train_time_sec,predict_time_sec,peak_memory_MB,model_size_MB,accuracy,precision_occupied,recall_occupied,f1_occupied,precision_absence,recall_absence,f1_absence,threshold,support_absence,support_occupied
80/20,42,4284,3427,857,8,0.05680766102159396,0.003240050980821252,0.3517608642578125,0.0011701583862304688,0.9684947491248541,0.7567567567567568,0.6086956521739131,0.6746987951807228,0.9780487804878049,0.9889025893958077,0.9834457388105456,0.35,811,46
