split,random_state,samples_total,train_samples,test_samples,n_features,train_time_sec,predict_time_sec,peak_memory_MB,model_size_MB,accuracy,precision_occupied,recall_occupied,f1_occupied,precision_absence,recall_absence,f1_absence,threshold,support_absence,support_occupied
80/20,42,4883,3906,977,8,0.10058332700100436,0.003071189001275343,0.39981937408447266,0.0011701583862304688,0.09007164790174002,0.09007164790174002,1.0,0.1652582159624413,,0.0,0.0,0.35,889,88
