split,random_state,samples_total,train_samples,test_samples,n_features,train_time_sec,predict_time_sec,peak_memory_MB,model_size_MB,accuracy,precision_occupied,recall_occupied,f1_occupied,precision_absence,recall_absence,f1_absence,threshold,support_absence,support_occupied
80/20,42,6644,5315,1329,8,0.17983020799874794,0.004285750997951254,0.5403690338134766,0.0011701583862304688,0.6455981941309256,0.3413597733711048,0.9757085020242915,0.5057712486883525,0.9903691813804173,0.5702402957486137,0.7237536656891496,0.35,1082,247
