split,random_state,samples_total,train_samples,test_samples,n_features,train_time_sec,predict_time_sec,peak_memory_MB,model_size_MB,accuracy,precision_occupied,recall_occupied,f1_occupied,precision_absence,recall_absence,f1_absence,threshold,support_absence,support_occupied
80/20,42,6644,5315,1329,8,8.516636145999655,0.18082995199074503,2.204761505126953,7.896474838256836,0.9751693002257337,0.9212598425196851,0.9473684210526315,0.9341317365269461,0.987906976744186,0.9815157116451017,0.9847009735744089,0.35,1082,247
