feature,importance_mean,importance_std
average_ambient,0.4669495405843963,0.02682911828607322
average_light,0.36324778716467054,0.019128190985085912
average_temperature,0.24113479374785562,0.016674633384715885
average_humidity,0.009529398176085283,0.0027190102860588546
average_distance,0.009479949905083062,0.002977868313524101
average_object,0.006742408322905758,0.003133072571092309
average_gas,0.004955900053925688,0.0028322785658812222
average_loudness,0.0009373989916127627,0.003772819229171686
