feature,importance_mean,importance_std
average_ambient,0.4676974565896698,0.022978865032197305
average_light,0.344554229906722,0.02131668862043741
average_temperature,0.17653040806059508,0.016306205038741126
average_object,0.009114944936309436,0.003387312902269746
average_gas,0.008015578213834702,0.0031726558157696622
average_humidity,0.004384571969920943,0.0037632077252521697
average_distance,0.0029548301496760392,0.0020059486954124334
average_loudness,0.0006911442822683892,0.00249786107042602
