timestamp,average_gas,average_light,average_loudness,n_devices,motion?,average_temperature,average_humidity,average_object,average_ambient,average_visible,average_uv,average_ir,average_distance,ocupada
2026-01-26 11:20:00,291.35,100.35,1.95,2.0,0.0,24.5,77.375,25.936000000000018,29.26600000000003,0.0,0.0,0.0,7.395086617305361,0
2026-01-26 11:30:00,292.1,105.2,2.0,2.0,0.0,28.0,88.6923076923077,25.985789473684232,29.264736842105304,0.0,0.0,0.0,7.39673088336813,0
2026-01-26 11:40:00,291.1,108.35,2.0,3.0,0.0,28.0,88.9090909090909,25.928823529411783,29.197058823529453,0.0,0.0,0.0,7.389948285859207,0
2026-01-26 11:50:00,290.75,111.15,2.05,2.0,0.0,28.0,89.0,26.01555555555557,29.17111111111113,0.0,0.0,0.0,7.392209151695514,0
2026-01-26 12:00:00,290.8,113.95,2.0,2.0,0.0,28.0,89.0,25.98444444444447,29.193333333333378,0.0,0.0,0.0,7.392620218211207,0
2026-01-26 12:10:00,290.0,113.25,2.05,2.0,0.0,28.0,88.9090909090909,25.955555555555573,29.227777777777803,0.0,0.0,0.0,7.388715086312129,0
2026-01-26 12:20:00,288.05,114.6,2.0,3.0,0.0,28.0,89.0,26.054444444444467,29.172222222222253,0.0,0.0,0.0,7.405568813455516,0
2026-01-26 12:30:00,286.95,102.25,2.0,0.0,0.0,28.0,89.0,26.002631578947387,29.231052631578983,0.0,0.0,0.0,7.388509553054283,0
2026-01-26 12:40:00,285.35,133.5,2.0,2.0,0.0,28.0,89.3076923076923,26.01736842105265,29.255263157894777,0.0,0.0,0.0,7.398991749204439,0
2026-01-26 12:50:00,284.1,123.45,2.1,2.0,0.0,28.0,89.63636363636364,25.99000000000002,29.1566666666667,0.0,0.0,0.0,7.383165688350282,0
2026-01-26 13:00:00,284.7,120.2,2.05,3.0,0.0,28.0,89.07692307692308,26.048888888888907,29.18777777777782,0.0,0.0,0.0,7.3930312847268995,0
2026-01-26 13:10:00,284.25,121.65,2.0,3.0,0.0,28.0,89.4,26.05705882352943,29.184117647058866,0.0,0.0,0.0,7.394470017531822,0
2026-01-26 13:20:00,283.0,122.5,2.0,2.0,0.0,28.0,89.5,25.98000000000002,29.28200000000003,0.0,0.0,0.0,7.375355424552128,0
2026-01-26 13:30:00,282.2,123.35,2.05,3.0,0.0,28.0,89.63636363636364,26.078888888888912,29.176666666666694,0.0,0.0,0.0,7.387892953280745,0
2026-01-26 13:40:00,282.25,231.35,2.7,4.0,0.0,28.07692307692308,89.07692307692308,26.050000000000026,29.25700000000003,0.0,0.0,0.0,7.426533205755826,0
2026-01-26 13:50:00,277.9,123.0,2.0,2.0,0.0,28.0,89.9090909090909,26.066000000000017,29.252000000000034,0.0,0.0,0.0,7.389126152827822,0
2026-01-26 14:00:00,278.25,120.25,2.0,3.0,0.0,28.066666666666663,89.6,26.052222222222245,29.405555555555583,0.0,0.0,0.0,7.395908750336746,0
