feature,importance_mean,importance_std
average_ambient,0.6786184052737657,0.05889408013567979
average_light,0.49914774169336246,0.04512898834649104
average_temperature,0.15866484966676433,0.0316996039273131
average_gas,0.053191570857766095,0.008753411067340176
average_distance,0.048797059707937865,0.010945705434486228
average_loudness,0.03524883931622311,0.013259960454268515
average_humidity,0.031835795557309435,0.007696687391748367
average_object,0.016230404920369212,0.011602824337344482
