timestamp,average_gas,average_light,average_loudness,average_temperature,average_humidity,average_object,average_ambient,ocupada
2026-05-11 00:00:00,222.5,62.05,1.8,0.0,0.0,27.441000000000024,29.012000000000032,0
2026-05-11 00:10:00,222.65,62.2,1.85,0.0,0.0,27.446000000000016,28.99000000000002,0
2026-05-11 00:20:00,223.3,62.4,1.8,0.0,0.0,27.407000000000014,28.97700000000002,0
2026-05-11 00:30:00,223.15,61.95,1.9,0.0,0.0,27.41400000000001,28.962000000000035,0
2026-05-11 00:40:00,223.0,62.75,1.85,0.0,0.0,27.42500000000002,28.99400000000002,0
2026-05-11 00:50:00,223.0,62.55,2.1,0.0,0.0,27.453000000000017,29.00500000000003,0
2026-05-11 01:00:00,223.25,61.85,1.8,0.0,0.0,27.42100000000002,29.004000000000023,0
2026-05-11 01:10:00,223.95,61.65,1.8,0.0,0.0,27.42500000000001,28.975000000000023,0
2026-05-11 01:20:00,223.85,61.15,1.75,0.0,0.0,27.38700000000001,28.95400000000004,0
2026-05-11 01:30:00,224.05,61.25,1.9,0.0,0.0,27.39900000000002,28.978000000000023,0
2026-05-11 01:40:00,224.45,62.0,1.9,0.0,0.0,27.40200000000001,28.983000000000025,0
2026-05-11 01:50:00,224.9,62.15,1.9,0.0,0.0,27.367000000000026,28.998000000000022,0
2026-05-11 10:00:00,220.9,80.55,2.0,0.0,0.0,26.60400000000002,26.89000000000003,0
2026-05-11 10:10:00,222.55,81.55,1.9,0.0,0.0,26.41300000000002,27.75500000000003,0
2026-05-11 10:20:00,216.35,80.85,1.95,0.0,0.0,26.30555555555557,27.2555555555556,0
2026-05-11 10:30:00,223.75,84.45,1.7,0.0,0.0,25.639411764705915,25.607647058823563,0
2026-05-11 10:40:00,217.6,82.5,1.9,0.0,0.0,25.56894736842108,25.919473684210544,0
2026-05-11 10:50:00,224.65,84.5,2.0,0.0,0.0,25.235000000000024,24.99200000000002,0
2026-05-11 11:00:00,217.45,83.8,1.95,0.0,0.0,25.128000000000025,25.455000000000023,0
2026-05-11 11:10:00,228.75,83.55,1.9,0.0,0.0,25.071000000000023,25.14800000000003,0
2026-05-11 11:20:00,229.75,85.35,2.0,0.0,0.0,25.23800000000003,25.960000000000026,0
2026-05-11 11:30:00,234.55,77.3,1.9,0.0,0.0,24.859000000000027,25.069000000000035,0
2026-05-11 11:40:00,222.95,88.25,1.9,0.0,0.0,25.01666666666669,25.39444444444448,0
2026-05-11 11:50:00,240.9,77.7,2.05,0.0,0.0,25.19800000000004,26.014000000000035,0
2026-05-11 12:00:00,235.35,80.9,1.8,0.0,0.0,25.253000000000025,26.30800000000001,0
2026-05-11 12:10:00,239.5,81.45,2.0,0.0,0.0,24.828888888888915,24.5577777777778,0
2026-05-11 12:20:00,257.6,81.7,2.05,0.0,0.0,25.49300000000002,26.51800000000004,0
2026-05-11 12:30:00,262.3,80.6,1.85,0.0,0.0,25.12000000000003,25.72888888888892,0
2026-05-11 12:40:00,251.15,78.7,1.9,0.0,0.0,25.002000000000017,25.51100000000003,0
2026-05-11 12:50:00,257.2,81.8,1.95,0.0,0.0,24.894210526315813,24.764736842105304,0
2026-05-11 13:00:00,252.85,81.6,2.2,0.0,0.0,24.88100000000002,25.190000000000044,0
2026-05-11 13:10:00,272.2,83.0,1.85,0.0,0.0,25.12400000000003,25.934000000000022,0
2026-05-11 13:20:00,278.15,87.4,1.95,0.0,0.0,25.16555555555558,25.828888888888912,0
2026-05-11 13:30:00,270.0,92.8,1.85,0.0,0.0,24.823000000000032,24.917000000000023,0
2026-05-11 13:40:00,281.05,89.6,1.85,0.0,0.0,25.267777777777805,26.20444444444448,0
2026-05-11 13:50:00,279.7,89.7,2.2,0.0,0.0,25.017000000000028,25.49900000000003,0
2026-05-11 14:00:00,267.7,86.05,1.95,0.0,0.0,25.089000000000024,25.575000000000035,0
2026-05-11 14:10:00,261.9,78.6,1.95,0.0,0.0,25.02000000000003,25.650000000000038,0
2026-05-11 14:20:00,303.7,82.6,1.95,0.0,0.0,25.269000000000027,25.951000000000025,0
2026-05-11 14:30:00,297.65,82.7,1.95,0.0,0.0,24.94300000000003,25.214000000000038,0
2026-05-11 14:40:00,275.8,89.2,2.05,0.0,0.0,25.00692307692311,25.85769230769233,0
2026-05-11 14:50:00,284.5,69.75,2.0,0.0,0.0,25.522000000000023,26.85600000000002,0
2026-05-11 15:00:00,277.25,64.9,1.9,0.0,0.0,25.81666666666669,27.626666666666708,0
2026-05-11 15:10:00,274.05,67.4,1.9,0.0,0.0,26.11470588235296,28.03470588235297,0
2026-05-11 15:20:00,275.0,65.35,1.8,0.0,0.0,26.268000000000026,28.172000000000025,0
2026-05-11 15:30:00,274.15,68.0,1.8,0.0,0.0,26.44500000000001,28.30500000000001,0
2026-05-11 15:40:00,272.9,70.5,1.95,0.0,0.0,26.461578947368437,28.391052631578976,0
2026-05-11 15:50:00,271.2,72.9,1.8,0.0,0.0,26.57666666666669,28.45888888888892,0
2026-05-11 16:00:00,267.9,75.35,1.8,0.0,0.0,26.626666666666694,28.548888888888914,0
2026-05-11 16:10:00,259.55,81.6,1.9,0.0,0.0,26.246842105263177,27.69947368421056,0
2026-05-11 16:20:00,252.35,70.4,1.9,0.0,0.0,25.921000000000017,26.62700000000003,0
2026-05-11 16:30:00,238.2,70.45,1.85,0.0,0.0,25.526000000000028,25.98200000000003,0
2026-05-11 16:40:00,246.85,84.7,2.05,0.0,0.0,25.545000000000023,26.23700000000003,0
2026-05-11 16:50:00,232.7,68.8,1.9,0.0,0.0,25.22100000000004,25.88400000000001,0
2026-05-11 17:00:00,242.75,68.9,1.8,0.0,0.0,25.28200000000002,26.03900000000003,0
2026-05-11 17:10:00,230.2,69.1,1.85,0.0,0.0,25.041111111111142,25.7877777777778,0
2026-05-11 17:20:00,238.05,69.85,1.7,0.0,0.0,25.06888888888892,25.71777777777781,0
2026-05-11 17:30:00,233.2,69.5,1.75,0.0,0.0,24.995555555555583,25.801111111111137,0
2026-05-11 17:40:00,232.5,72.35,1.9,0.0,0.0,25.306000000000022,26.25500000000005,0
2026-05-11 17:50:00,241.85,69.05,1.85,0.0,0.0,25.336666666666687,26.08111111111115,0
2026-05-11 18:00:00,232.95,66.4,1.8,0.0,0.0,25.670000000000037,27.17631578947372,0
2026-05-11 18:10:00,230.75,66.8,1.7,0.0,0.0,25.93200000000002,27.840000000000032,0
2026-05-11 18:20:00,230.6,66.5,1.95,0.0,0.0,26.117777777777803,28.02111111111115,0
2026-05-11 18:30:00,231.0,69.0,1.75,0.0,0.0,26.24300000000002,28.18300000000002,0
