timestamp,average_gas,average_light,average_loudness,average_temperature,average_humidity,average_object,average_ambient,average_distance,ocupada
2026-03-30 00:00:00,239.95,72.9,2.0,29.0,95.0,28.58076923076927,30.00846153846157,13.789020735642003,0
2026-03-30 00:10:00,240.0,72.65,2.0,29.0,95.0,28.56555555555559,30.00000000000003,13.770111675920155,0
2026-03-30 00:20:00,240.1,72.7,2.0,29.0,95.0,28.588571428571463,29.98714285714288,13.784910070485084,0
2026-03-30 00:30:00,240.0,72.8,1.85,29.0,95.0,28.5688235294118,30.00647058823532,13.799297398534314,0
2026-03-30 00:40:00,240.0,72.5,1.95,29.0,95.0,28.537777777777816,30.01666666666669,13.814712392872778,0
2026-03-30 00:50:00,240.0,72.75,2.0,29.0,95.0,28.58444444444449,30.007777777777807,13.764356744700464,0
2026-03-30 01:00:00,240.0,72.95,2.0,29.0,95.0,28.58333333333337,29.9877777777778,13.781004938586005,0
2026-03-30 01:10:00,240.05,72.95,1.95,29.0,95.0,28.606666666666705,30.0066666666667,13.808340861879548,0
2026-03-30 01:20:00,240.05,72.85,2.0,29.0,95.0,28.48444444444448,30.006666666666703,13.781416005101695,0
2026-03-30 01:30:00,238.5,72.85,1.95,29.0,95.0,28.55777777777781,30.03222222222225,13.785937736774311,0
2026-03-30 01:40:00,238.1,72.35,2.0,29.0,95.0,28.566666666666706,30.02444444444448,13.809985127942316,0
2026-03-30 01:50:00,237.85,72.65,1.95,29.0,95.0,28.508823529411806,30.018235294117687,13.782649204648774,0
2026-03-30 10:00:00,237.75,79.7,2.0,29.0,95.0,28.46100000000004,29.828000000000028,13.76949507614662,0
2026-03-30 10:10:00,238.15,77.6,2.0,29.0,95.0,28.4766666666667,29.86444444444446,13.78819860261062,0
2026-03-30 10:20:00,238.35,76.95,2.0,29.0,95.0,28.523333333333373,29.88500000000002,13.785872831534991,0
2026-03-30 10:30:00,238.8,73.85,1.95,29.0,95.0,28.51117647058827,29.88176470588237,13.78552667025862,0
2026-03-30 10:40:00,239.3,74.4,2.0,29.0,95.0,28.5268421052632,29.882631578947397,13.791497952276046,0
2026-03-30 10:50:00,239.35,77.4,1.95,29.0,95.0,28.492500000000035,29.91000000000004,13.79415906708816,0
2026-03-30 11:00:00,239.25,78.6,2.0,29.0,95.0,28.396153846153872,29.93000000000003,13.790048401931235,0
2026-03-30 11:10:00,242.9,77.7,1.95,28.09090909090909,95.0,28.111000000000036,29.81100000000001,13.789020735642003,0
2026-03-30 11:20:00,240.2,76.05,2.0,28.916666666666668,95.0,28.354000000000028,29.850000000000023,13.786965403063544,0
2026-03-30 11:30:00,239.85,76.2,2.0,29.0,95.0,28.4826315789474,29.873157894736863,13.78717093632139,0
2026-03-30 11:40:00,239.75,78.2,2.0,29.0,95.0,28.491176470588275,29.878235294117676,13.787376469579236,0
2026-03-30 11:50:00,241.15,178.2,2.05,29.0,95.0,28.37444444444448,29.9366666666667,13.79251480102539,0
2026-03-30 12:00:00,230.8,169.75,2.15,27.0,77.63636363636364,27.578000000000028,28.931333333333363,13.837937651009396,0
2026-03-30 12:10:00,233.4,174.3,2.15,26.09090909090909,74.45454545454545,26.92538461538464,28.04230769230772,13.849858579964474,1
2026-03-30 12:20:00,227.05,177.35,2.3,26.0,75.0,26.518235294117662,27.758235294117693,13.781416005101695,0
2026-03-30 12:30:00,219.0,83.5,2.0,26.857142857142858,65.71428571428571,26.63666666666669,27.9655555555556,13.833826985852472,0
2026-03-30 12:40:00,219.05,85.8,2.0,27.0,64.33333333333333,26.86529411764708,28.522941176470624,13.81486383843119,0
2026-03-30 13:00:00,223.6,89.9,2.0,28.0,68.75,27.2318181818182,29.124545454545498,13.814712392872778,0
2026-03-30 13:10:00,224.05,94.2,2.0,28.0,69.55555555555556,27.397777777777797,29.212222222222252,13.77812747297616,0
2026-03-30 13:20:00,225.95,106.5,2.0,28.0,70.85714285714286,27.384000000000015,29.34900000000002,13.823961389475857,0
2026-03-30 13:30:00,226.6,102.4,1.95,28.0,72.25,27.513157894736864,29.38894736842108,13.792925867541085,0
2026-03-30 13:40:00,226.55,101.1,2.0,28.0,73.81818181818181,27.59333333333335,29.471111111111146,13.785872831534991,0
2026-03-30 13:50:00,226.1,107.1,2.05,28.0,75.33333333333333,27.86230769230772,29.52384615384619,13.804230196722624,0
2026-03-30 14:00:00,227.05,110.2,1.9,28.0,75.88888888888889,28.01235294117649,29.57000000000004,13.8134791933257,0
2026-03-30 14:10:00,227.15,150.6,2.0,28.0,76.92857142857143,27.99941176470591,29.574705882352983,13.78614327003216,0
2026-03-30 14:20:00,226.15,131.4,2.0,28.066666666666663,78.93333333333334,28.002500000000023,29.550000000000026,13.897747829042633,0
2026-03-30 14:30:00,225.7,178.6,2.3,28.58333333333333,79.66666666666667,28.15705882352944,29.60176470588238,13.783265804422312,0
2026-03-30 14:40:00,225.2,122.15,2.0,28.727272727272727,80.72727272727273,28.143846153846184,29.62538461538465,13.780593872070312,0
2026-03-30 14:50:00,225.35,121.3,2.0,28.73333333333333,82.2,28.158888888888928,29.60333333333336,13.78018280555462,0
2026-03-30 15:00:00,224.95,94.6,2.05,28.6,83.3,28.22125000000004,29.617500000000035,13.778538539491851,0
2026-03-30 15:10:00,223.85,125.4,2.05,29.0,83.93333333333334,28.12692307692311,29.62692307692312,13.781416005101695,0
2026-03-30 15:20:00,223.55,89.25,2.0,28.846153846153847,85.46153846153847,28.162222222222265,29.59222222222225,13.778949606007544,0
2026-03-30 15:30:00,223.95,99.3,2.0,29.0,85.0,28.156666666666705,29.59888888888891,13.777099806686929,0
2026-03-30 15:40:00,223.65,94.7,2.0,28.8,85.8,28.180769230769265,29.643846153846194,13.822933723186624,0
2026-03-30 15:50:00,224.1,85.25,2.0,28.75,86.25,28.181578947368457,29.61842105263161,13.779977272296774,0
2026-03-30 16:00:00,224.25,100.0,2.0,29.0,86.0,28.16692307692311,29.576153846153883,13.776483206913388,0
2026-03-30 16:10:00,224.7,218.5,2.4,28.1,87.2,27.86222222222224,29.4377777777778,13.777716406460469,1
2026-03-30 16:20:00,236.3,232.3,2.9,26.153846153846157,64.38461538461539,27.041000000000015,27.54600000000004,13.883154967735551,1
2026-03-30 16:30:00,249.8,222.15,2.45,27.0,73.46153846153847,26.48333333333335,27.24666666666671,13.827249921601394,1
2026-03-30 16:40:00,252.45,227.45,2.8,27.0,66.0,26.157000000000025,27.02300000000002,13.825194589022932,1
2026-03-30 16:50:00,251.15,218.2,2.85,27.0,61.4,25.9994117647059,26.798235294117667,13.857463310504782,1
2026-03-30 17:00:00,247.0,192.85,2.45,27.0,59.2,25.926250000000024,26.76750000000004,13.833004852821087,1
2026-03-30 17:10:00,246.75,207.75,3.35,27.0,57.0,25.84333333333335,26.695555555555604,13.81399843524026,1
2026-03-30 17:20:00,245.8,211.15,2.5,27.0,55.18181818181818,25.80300000000002,26.63900000000004,13.796214399666622,1
2026-03-30 17:30:00,248.1,168.3,2.0,27.0,63.84615384615385,25.950000000000017,27.06800000000003,13.601368871228448,0
2026-03-30 17:40:00,241.1,169.6,2.15,26.09090909090909,63.36363636363637,25.79100000000002,26.87100000000002,13.480720848872744,1
2026-03-30 17:50:00,250.2,170.25,2.25,26.692307692307693,71.0,25.677142857142893,26.675714285714317,13.610206801315831,1
2026-03-30 18:00:00,248.2,193.05,3.2,26.09090909090909,65.54545454545455,25.708000000000037,26.56500000000004,13.500452041625977,1
2026-03-30 18:10:00,251.6,188.15,2.2,26.0,60.30769230769231,25.761111111111145,26.698888888888924,13.477789295563465,1
2026-03-30 18:20:00,320.0,198.9,2.55,25.066666666666663,57.46666666666667,25.82263157894739,26.55210526315793,13.54854682396198,1
2026-03-30 18:30:00,316.9,199.55,2.5,25.0,56.27272727272727,25.87526315789476,26.55947368421057,13.502096307688744,1
2026-03-30 18:40:00,307.15,207.25,2.55,25.0,55.642857142857146,25.767142857142883,26.374285714285737,13.489764312217975,1
2026-03-30 18:50:00,296.35,212.15,2.6,25.0,54.583333333333336,25.760588235294147,26.4558823529412,13.470855252496127,1
2026-03-30 19:00:00,287.4,227.5,2.6,25.0,54.69230769230769,25.775000000000027,26.63400000000004,13.44762999435951,1
2026-03-30 19:10:00,282.0,202.15,2.6,25.0,52.8,25.785384615384643,26.770000000000035,13.483803847740436,1
2026-03-30 19:20:00,276.05,197.1,2.35,25.0,51.90909090909091,25.88538461538464,26.77769230769233,13.48359831448259,1
2026-03-30 19:30:00,271.8,196.8,2.45,25.0,52.5,25.95200000000002,27.055000000000035,13.461400722635204,1
2026-03-30 19:40:00,269.7,188.95,2.3,25.0,51.61538461538461,25.89000000000002,26.788461538461565,13.470444185980435,0
2026-03-30 19:50:00,274.1,166.6,2.2,25.90909090909091,59.18181818181818,25.80058823529414,26.79117647058825,13.44660232807028,1
2026-03-30 20:00:00,281.15,160.65,2.0,27.0,63.8,26.121111111111134,27.601111111111145,13.522649633473364,1
2026-03-30 20:10:00,277.15,174.5,2.05,25.153846153846157,58.46153846153846,25.707000000000026,26.63800000000003,13.453179392321356,1
2026-03-30 20:20:00,289.7,189.15,2.4,23.4,61.8,25.510000000000023,26.18888888888893,13.469210986433358,1
2026-03-30 20:30:00,288.95,188.05,2.15,25.0625,59.625,25.543000000000024,26.648000000000035,13.444135928976126,1
2026-03-30 20:40:00,292.2,191.45,2.3,25.928571428571427,63.21428571428572,25.626000000000023,26.398000000000035,13.45893432354105,1
2026-03-30 20:50:00,291.85,171.5,2.25,25.0,57.63636363636363,25.72789473684214,26.84368421052633,13.50826230542413,1
2026-03-30 21:00:00,286.05,170.2,2.1,25.916666666666668,54.083333333333336,25.80750000000002,27.17750000000003,13.461811789150897,1
2026-03-30 21:10:00,294.6,182.95,2.2,25.071428571428573,59.57142857142857,25.629000000000023,26.564000000000043,13.44762999435951,1
2026-03-30 21:20:00,296.05,175.05,2.1,26.0,69.0,25.415555555555574,26.141111111111147,13.459139856798895,1
2026-03-30 21:30:00,303.8,166.05,2.1,26.0,72.55555555555556,25.562000000000022,26.660000000000025,13.584926210600754,1
2026-03-30 21:40:00,298.05,160.85,2.05,26.0,77.58333333333333,25.52529411764708,26.506470588235324,13.534365029170596,1
2026-03-30 21:50:00,287.35,164.55,2.1,26.0,66.73333333333333,25.50000000000003,26.3657142857143,13.489147712444437,1
2026-03-30 22:00:00,293.25,160.7,2.1,26.0,71.25,25.55000000000002,26.614000000000026,13.586776009921367,1
2026-03-30 22:10:00,278.15,181.95,2.35,26.0,63.5,25.44900000000002,26.31800000000001,13.492641777827822,1
2026-03-30 22:20:00,292.85,177.55,2.2,26.0,68.63636363636364,25.544000000000025,26.570000000000043,13.547313624414905,1
2026-03-30 22:30:00,280.95,174.9,2.0,26.0,67.07142857142857,25.405000000000022,26.229000000000028,13.44988004265593,1
2026-03-30 22:40:00,284.75,185.6,2.3,25.23076923076923,64.07692307692308,25.418888888888905,26.40777777777781,13.544230625547211,1
2026-03-30 22:50:00,292.9,188.0,2.4,26.0,72.66666666666667,25.40176470588237,26.35000000000002,13.681526841788456,1
2026-03-30 23:00:00,282.45,192.05,2.45,26.0,67.83333333333333,25.402941176470605,26.49000000000002,13.490997511765052,1
2026-03-30 23:10:00,292.8,162.95,2.0,26.0,67.53846153846153,25.45210526315792,26.534210526315828,13.57917127938106,1
2026-03-30 23:20:00,293.0,161.0,2.1,26.0,69.2,25.455263157894752,26.362631578947383,13.473321651590282,0
2026-03-30 23:30:00,287.0,72.85,1.95,26.916666666666668,69.66666666666667,25.99500000000002,27.836000000000023,13.818000924998316,0
2026-03-30 23:40:00,285.8,72.4,2.0,27.76923076923077,67.92307692307692,26.49000000000002,28.450000000000035,13.812040460520777,0
2026-03-30 23:50:00,283.4,72.05,2.0,28.0,68.0,26.81111111111114,28.761111111111155,13.812040460520777,0
2026-03-31 00:00:00,284.3,72.4,1.95,28.0,68.46153846153847,27.026000000000018,28.84800000000003,13.80977959468447,0
2026-03-31 00:10:00,283.1,72.75,2.0,28.0,68.0,27.15166666666669,28.910000000000025,13.808546395137393,0
2026-03-31 00:20:00,283.25,72.05,2.0,28.0,68.11111111111111,27.26000000000003,28.87200000000002,13.805052329754009,0
2026-03-31 00:30:00,284.35,72.4,2.0,28.0,68.55555555555556,27.251111111111136,28.8777777777778,13.811218327489392,0
2026-03-31 00:40:00,284.3,72.3,2.0,28.0,68.92307692307692,27.21266666666669,28.812666666666686,13.811618576465198,0
2026-03-31 00:50:00,284.75,72.7,2.0,28.0,69.0,27.26529411764708,28.84529411764708,13.80381913020693,0
2026-03-31 01:00:00,285.05,71.5,2.0,28.0,69.07692307692308,27.299090909090925,28.808181818181836,13.804435729980469,0
2026-03-31 01:10:00,284.95,72.55,2.0,28.0,69.07692307692308,27.39666666666669,28.8277777777778,13.801352731112775,0
2026-03-31 01:20:00,285.15,72.7,2.0,28.0,69.92307692307692,27.385000000000016,28.795000000000016,13.794364600346006,0
2026-03-31 01:30:00,284.8,72.45,2.0,28.0,69.92307692307692,27.299473684210547,28.815263157894755,13.809574061426623,0
2026-03-31 01:40:00,283.45,72.05,2.0,28.0,70.41666666666667,27.4077777777778,28.85222222222224,13.80114719785493,0
2026-03-31 01:50:00,282.95,72.4,2.0,28.0,70.9090909090909,27.370000000000022,28.82333333333335,13.809887770083336,0
2026-03-31 10:00:00,260.3,81.85,2.0,28.0,83.63636363636364,27.47300000000002,28.72500000000003,13.796625466182316,0
2026-03-31 10:10:00,256.2,83.65,2.0,28.0,85.8125,27.387777777777792,28.76777777777782,13.799708465050006,0
2026-03-31 10:20:00,251.7,85.05,2.0,28.0,85.54545454545455,27.38157894736844,28.742631578947407,13.8001195315657,0
2026-03-31 10:30:00,250.15,87.3,2.0,28.0,85.92857142857143,27.34384615384617,28.78230769230772,13.795803333150928,0
2026-03-31 10:40:00,251.25,90.4,2.0,28.0,86.91666666666667,27.491538461538475,28.816153846153863,13.828277587890623,0
2026-03-31 10:50:00,250.2,97.45,1.95,28.0,87.0,27.545555555555577,28.888888888888918,13.79415906708816,0
2026-03-31 11:00:00,248.65,94.6,2.0,28.0,88.0,27.576666666666693,28.877777777777805,13.789020735642003,0
