timestamp,average_gas,average_light,average_loudness,average_temperature,average_humidity,average_object,average_ambient,ocupada
2026-05-25 00:00:00,218.9,61.25,1.9,0.0,0.0,28.29900000000003,29.84100000000003,0
2026-05-25 00:10:00,218.85,61.5,1.95,0.0,0.0,28.27400000000004,29.845000000000027,0
2026-05-25 00:20:00,219.1,61.15,2.0,0.0,0.0,28.27600000000003,29.85200000000002,0
2026-05-25 00:30:00,219.15,60.8,1.8,0.0,0.0,28.23400000000003,29.80500000000001,0
2026-05-25 00:40:00,219.1,61.15,1.8,0.0,0.0,28.27000000000004,29.83800000000003,0
2026-05-25 00:50:00,218.85,61.3,1.8,0.0,0.0,28.27500000000003,29.81700000000001,0
2026-05-25 01:00:00,219.2,60.6,1.9,0.0,0.0,28.26900000000003,29.796000000000017,0
2026-05-25 01:10:00,219.15,61.65,1.95,0.0,0.0,28.27500000000003,29.826000000000025,0
2026-05-25 01:20:00,219.3,61.45,1.85,0.0,0.0,28.24200000000003,29.793000000000017,0
2026-05-25 01:30:00,219.05,61.7,2.0,0.0,0.0,28.269000000000027,29.77600000000003,0
2026-05-25 01:40:00,219.05,61.5,1.9,0.0,0.0,28.222000000000037,29.758000000000045,0
2026-05-25 01:50:00,219.05,60.9,1.9,0.0,0.0,28.22700000000003,29.78800000000002,0
2026-05-25 10:00:00,210.4,61.75,1.85,0.0,0.0,28.12900000000004,29.74000000000004,0
2026-05-25 10:10:00,210.35,62.3,1.85,0.0,0.0,28.055000000000028,29.718000000000035,0
2026-05-25 10:20:00,210.0,62.25,1.95,0.0,0.0,28.10111111111114,29.67888888888892,0
2026-05-25 10:30:00,209.95,63.1,1.85,0.0,0.0,28.075882352941203,29.67588235294121,0
2026-05-25 10:40:00,210.05,64.35,1.85,0.0,0.0,28.08789473684214,29.710000000000036,0
2026-05-25 10:50:00,210.0,63.35,1.9,0.0,0.0,28.09500000000003,29.74400000000004,0
2026-05-25 11:00:00,209.7,65.1,1.85,0.0,0.0,28.12684210526319,29.70789473684214,0
2026-05-25 11:10:00,209.2,64.15,1.9,0.0,0.0,28.11444444444448,29.6466666666667,0
2026-05-25 11:20:00,209.45,64.15,1.9,0.0,0.0,28.07900000000003,29.737000000000045,0
2026-05-25 11:30:00,209.25,64.7,1.9,0.0,0.0,28.146000000000026,29.71300000000003,0
2026-05-25 11:40:00,208.65,64.25,1.85,0.0,0.0,28.108823529411804,29.67941176470592,0
2026-05-25 11:50:00,208.35,76.2,2.0,0.0,0.0,27.97333333333336,29.63000000000003,0
2026-05-25 12:00:00,218.1,78.0,2.0,0.0,0.0,27.20400000000003,27.755000000000027,0
2026-05-25 12:10:00,213.0,83.8,2.0,0.0,0.0,25.831000000000028,25.23200000000003,0
2026-05-25 12:20:00,208.5,79.45,1.9,0.0,0.0,25.25153846153849,24.793076923076956,0
2026-05-25 12:30:00,205.4,79.5,1.85,0.0,0.0,24.734615384615424,24.0992307692308,0
2026-05-25 12:40:00,204.6,83.85,2.0,0.0,0.0,24.450000000000035,23.99166666666669,0
2026-05-25 12:50:00,202.95,80.65,1.85,0.0,0.0,24.46176470588239,24.042941176470613,0
2026-05-25 13:00:00,200.7,89.95,2.0,0.0,0.0,24.473000000000035,24.20300000000004,0
2026-05-25 13:10:00,201.1,81.2,1.9,0.0,0.0,24.272000000000027,23.892000000000028,0
2026-05-25 13:20:00,208.6,82.35,2.0,0.0,0.0,24.573333333333373,24.865555555555574,0
2026-05-25 13:30:00,208.1,89.65,1.9,0.0,0.0,24.533333333333367,24.400000000000016,0
2026-05-25 13:40:00,212.9,76.95,1.95,0.0,0.0,24.653000000000038,24.95500000000003,0
2026-05-25 13:50:00,221.3,90.05,1.9,0.0,0.0,24.39000000000004,24.218000000000035,0
2026-05-25 14:00:00,235.5,84.65,1.9,0.0,0.0,24.39555555555559,24.304444444444457,0
2026-05-25 14:10:00,236.05,84.8,1.9,0.0,0.0,24.666666666666707,24.8977777777778,0
2026-05-25 14:20:00,227.95,87.3,1.95,0.0,0.0,24.408000000000037,24.170000000000048,0
