split,random_state,samples_total,train_samples,test_samples,n_features,train_time_sec,predict_time_sec,peak_memory_MB,model_size_MB,accuracy,precision_occupied,recall_occupied,f1_occupied,precision_absence,recall_absence,f1_absence,threshold,support_absence,support_occupied
80/20,42,4284,3427,857,8,8.341502822004259,0.1710551340074744,1.6031761169433594,3.5931272506713867,0.9836639439906651,0.8478260869565217,0.8478260869565217,0.8478260869565217,0.9913686806411838,0.9913686806411838,0.9913686806411838,0.35,811,46
