split,random_state,samples_total,train_samples,test_samples,n_features,train_time_sec,predict_time_sec,peak_memory_MB,model_size_MB,accuracy,precision_occupied,recall_occupied,f1_occupied,precision_absence,recall_absence,f1_absence,threshold,support_absence,support_occupied
80/20,42,3382,2705,677,8,0.06270940401009284,0.0031426420027855784,0.2801055908203125,0.0011701583862304688,0.9734121122599705,0.7857142857142857,0.6470588235294118,0.7096774193548387,0.9815100154083205,0.9906687402799378,0.9860681114551083,0.35,643,34
