feature,importance_mean,p_value,significant
average_ambient,0.6825738346346679,7.032314622955962e-31,True
average_light,0.4066588994176999,1.835260483115318e-28,True
average_temperature,0.11241279172552708,5.700997237755942e-25,True
average_distance,0.049371772065112444,1.7391443210870282e-22,True
average_object,0.02978277458738428,9.280924743312148e-18,True
average_gas,0.023533942485121973,3.7442937045900035e-10,True
average_humidity,0.007885464560916962,0.002200722784436682,True
average_loudness,0.006115699631778619,0.005196759491717632,True
