feature,importance_mean,importance_std
average_light,0.46138751404455003,0.054275601563933705
average_ambient,0.4271060624139158,0.037632335530796604
average_temperature,0.07581013616752069,0.012996867538254192
average_distance,0.05872875269472543,0.015134310403557767
average_object,-0.005212482508286853,0.009404276453553845
average_gas,-0.008841380681504559,0.0062406978837776985
average_humidity,-0.018570690653818233,0.005462725312518645
average_loudness,-0.018991692319593318,0.005439144998448236
