split,random_state,samples_total,train_samples,test_samples,n_features,train_time_sec,predict_time_sec,peak_memory_MB,model_size_MB,accuracy,precision_occupied,recall_occupied,f1_occupied,precision_absence,recall_absence,f1_absence,support_absence,support_occupied
80/20,42,2607,2085,522,8,0.035481752999658056,0.0029463929995472427,0.20213031768798828,0.0011606216430664062,0.9329501915708812,0.4634146341463415,0.59375,0.5205479452054794,0.972972972972973,0.9551020408163265,0.9639546858908342,490,32
