split,random_state,samples_total,train_samples,test_samples,n_features,train_time_sec,predict_time_sec,peak_memory_MB,model_size_MB,accuracy,precision_occupied,recall_occupied,f1_occupied,precision_absence,recall_absence,f1_absence,support_absence,support_occupied
80/20,42,2607,2085,522,8,10.539483099999416,0.25230478899993614,1.1914787292480469,3.1209774017333984,0.9693486590038314,1.0,0.5,0.6666666666666666,0.9683794466403162,1.0,0.9839357429718876,490,32
