timestamp,average_gas,average_light,average_loudness,n_devices,average_temperature,average_humidity,average_object,average_ambient,average_visible,average_uv,average_ir,average_distance,ocupada
2026-01-02 00:00:00,269.9,50.15,2.0,0.0,31.0,80.46666666666667,30.10500000000002,32.10600000000004,0.0,0.0,0.0,7.05451800905425,0
2026-01-02 00:10:00,269.4,49.6,2.0,0.0,31.0,80.27272727272727,30.089000000000024,32.12000000000003,0.0,0.0,0.0,7.155023772141029,0
2026-01-02 00:20:00,269.25,50.55,2.0,0.0,31.0,80.08333333333333,30.086000000000023,32.14900000000004,0.0,0.0,0.0,7.151118640241952,0
2026-01-02 00:30:00,269.05,49.95,2.0,0.0,31.0,80.14285714285714,30.073000000000025,32.14300000000004,0.0,0.0,0.0,7.102201724874562,0
2026-01-02 00:40:00,268.8,49.9,1.9,0.0,31.0,80.1,30.123000000000022,32.14500000000004,0.0,0.0,0.0,7.101996191616716,0
2026-01-02 00:50:00,268.5,49.8,1.9,0.0,31.0,80.3076923076923,30.095000000000027,32.16400000000002,0.0,0.0,0.0,7.03458128304317,0
2026-01-02 01:00:00,268.6,49.8,1.95,0.0,31.0,80.07692307692308,30.12800000000003,32.18400000000004,0.0,0.0,0.0,7.096652326912715,0
2026-01-02 01:10:00,268.95,49.95,1.95,0.0,31.0,80.08333333333333,30.121000000000024,32.18500000000003,0.0,0.0,0.0,7.0115615581644,0
2026-01-02 01:20:00,269.25,50.0,2.0,0.0,31.0,80.0909090909091,30.140000000000025,32.20400000000004,0.0,0.0,0.0,7.053284809507173,0
2026-01-02 01:30:00,269.9,50.2,2.0,0.0,31.0,80.5,30.158000000000023,32.19800000000004,0.0,0.0,0.0,6.957711844608702,0
2026-01-02 01:40:00,270.3,50.0,1.95,0.0,31.0,80.375,30.171000000000028,32.18100000000003,0.0,0.0,0.0,7.060175582414963,0
2026-01-02 01:50:00,270.8,50.2,1.85,0.0,31.0,80.72727272727273,30.129000000000023,32.163000000000025,0.0,0.0,0.0,6.989980566090551,0
2026-01-02 10:00:00,350.15,56.4,2.0,0.0,31.0,81.72727272727273,30.04000000000002,31.940000000000023,0.0,0.0,0.0,6.952573513162547,0
2026-01-02 10:10:00,355.0,61.45,2.0,0.0,31.0,81.55555555555556,30.110000000000028,31.99000000000002,0.0,0.0,0.0,6.95134031361547,0
2026-01-02 10:20:00,359.45,63.75,2.0,0.0,31.0,81.27272727272727,30.115000000000027,32.03100000000003,0.0,0.0,0.0,6.988336300027782,0
2026-01-02 10:30:00,364.8,64.0,2.0,0.0,31.0,81.0,30.098000000000027,32.04700000000002,0.0,0.0,0.0,6.9743600384942415,0
2026-01-02 10:40:00,369.1,80.05,2.0,0.0,31.0,81.0,30.109000000000023,32.035000000000025,0.0,0.0,0.0,6.972510239173626,0
2026-01-02 10:50:00,370.7,93.15,2.0,0.0,31.0,81.0,30.133000000000024,32.04000000000002,0.0,0.0,0.0,6.940035984433931,0
