timestamp,average_gas,average_light,average_loudness,average_temperature,average_humidity,average_object,average_ambient,ocupada
2026-05-19 15:50:00,234.0,76.15,1.85,0.0,0.0,26.527000000000022,28.650000000000027,0
2026-05-19 16:00:00,233.75,75.85,1.9,0.0,0.0,26.593000000000025,28.636000000000024,0
2026-05-19 16:10:00,229.2,95.0,1.95,0.0,0.0,25.845789473684224,26.448947368421084,1
2026-05-19 16:20:00,242.8,96.15,1.9,0.0,0.0,25.67111111111113,26.5355555555556,1
2026-05-19 16:30:00,261.55,97.55,1.95,0.0,0.0,25.874000000000017,27.040000000000028,1
2026-05-19 16:40:00,257.55,94.85,2.0,0.0,0.0,25.38411764705884,26.09235294117651,1
2026-05-19 16:50:00,265.35,91.1,1.95,0.0,0.0,25.548000000000023,26.58500000000004,1
2026-05-19 17:00:00,264.2,92.5,1.95,0.0,0.0,25.253000000000025,26.00900000000004,1
2026-05-19 17:10:00,268.9,90.75,2.0,0.0,0.0,25.47333333333335,26.43888888888892,1
2026-05-19 17:20:00,262.25,90.2,2.0,0.0,0.0,25.12888888888892,25.571111111111147,1
2026-05-19 17:30:00,273.05,83.55,2.0,0.0,0.0,25.32700000000002,26.32600000000001,1
2026-05-19 17:40:00,260.05,81.05,1.95,0.0,0.0,25.25000000000002,26.259000000000047,1
2026-05-19 17:50:00,271.15,67.65,1.95,0.0,0.0,25.587000000000025,26.995000000000022,0
2026-05-19 18:00:00,260.25,72.1,1.9,0.0,0.0,25.380000000000024,26.63333333333337,1
2026-05-19 18:10:00,262.9,71.1,2.0,0.0,0.0,25.54666666666669,26.74777777777781,1
2026-05-19 18:20:00,269.25,70.6,1.9,0.0,0.0,25.54700000000002,26.57200000000004,1
2026-05-19 18:30:00,264.1,70.2,1.8,0.0,0.0,25.563333333333357,26.756666666666703,1
2026-05-19 18:40:00,257.65,70.55,1.9,0.0,0.0,25.575000000000024,26.660000000000032,1
2026-05-19 18:50:00,247.6,69.35,1.95,0.0,0.0,25.350000000000023,26.43555555555558,1
2026-05-19 19:00:00,251.95,70.15,1.75,0.0,0.0,25.47210526315792,26.68578947368425,1
2026-05-19 19:10:00,256.95,69.35,1.9,0.0,0.0,25.484444444444463,26.478888888888918,1
2026-05-19 19:20:00,254.05,68.15,1.85,0.0,0.0,25.687000000000037,27.144000000000037,1
2026-05-19 19:30:00,253.8,66.55,2.05,0.0,0.0,25.226000000000024,25.956000000000035,1
2026-05-19 19:40:00,253.0,62.45,1.95,0.0,0.0,25.498888888888917,26.767777777777805,0
2026-05-19 19:50:00,253.0,67.6,1.95,0.0,0.0,25.845555555555578,27.71000000000004,1
2026-05-19 20:00:00,245.15,76.8,1.95,0.0,0.0,25.280000000000022,26.31222222222225,1
2026-05-19 20:10:00,238.25,78.25,1.9,0.0,0.0,25.34000000000002,26.7455555555556,1
2026-05-19 20:20:00,232.0,75.75,1.85,0.0,0.0,24.992000000000026,25.42800000000002,1
2026-05-19 20:30:00,225.55,76.7,1.7,0.0,0.0,24.669000000000047,25.02400000000003,1
2026-05-19 20:40:00,222.15,77.2,1.95,0.0,0.0,24.48894736842109,24.944736842105293,1
2026-05-19 20:50:00,225.2,75.4,1.85,0.0,0.0,24.129000000000023,23.868000000000027,1
2026-05-19 21:00:00,237.9,76.25,1.8,0.0,0.0,23.851000000000028,23.911000000000023,1
2026-05-19 21:10:00,256.75,77.5,2.0,0.0,0.0,24.41947368421056,25.383684210526344,1
2026-05-19 21:20:00,253.3,65.25,2.0,0.0,0.0,24.614000000000043,25.227000000000032,0
2026-05-19 21:30:00,249.9,61.1,1.95,0.0,0.0,25.28076923076926,27.28076923076926,0
2026-05-19 21:40:00,257.95,80.65,2.05,0.0,0.0,25.637692307692337,27.563846153846196,1
2026-05-19 21:50:00,268.3,82.65,1.95,0.0,0.0,25.63400000000002,27.077000000000037,1
2026-05-19 22:00:00,266.25,81.35,1.95,0.0,0.0,25.44800000000001,26.57500000000004,1
2026-05-19 22:10:00,280.95,81.3,1.95,0.0,0.0,25.611000000000026,26.982000000000028,1
2026-05-19 22:20:00,271.45,81.1,1.95,0.0,0.0,25.233333333333363,26.10888888888893,1
2026-05-19 22:30:00,289.9,82.5,1.9,0.0,0.0,25.415000000000013,26.666000000000032,1
2026-05-19 22:40:00,276.15,83.15,1.85,0.0,0.0,25.032105263157927,25.594210526315827,1
2026-05-19 23:00:00,279.45,79.85,1.8,0.0,0.0,25.15526315789477,26.286842105263183,1
2026-05-19 23:10:00,277.7,72.15,1.9,0.0,0.0,25.388000000000023,26.32500000000001,0
2026-05-19 23:20:00,281.9,82.6,2.0,0.0,0.0,25.48100000000002,26.55200000000004,1
2026-05-19 23:30:00,272.65,81.75,2.1,0.0,0.0,25.16000000000004,25.823333333333352,1
2026-05-19 23:40:00,282.0,81.65,1.95,0.0,0.0,25.480000000000015,26.65600000000003,1
2026-05-19 23:50:00,277.05,81.05,1.95,0.0,0.0,25.19100000000003,26.185000000000027,1
2026-05-20 00:00:00,273.8,78.05,2.05,0.0,0.0,25.374000000000024,26.35800000000001,1
2026-05-20 00:10:00,285.8,81.95,1.9,0.0,0.0,25.336666666666687,26.72222222222225,1
2026-05-20 00:20:00,278.2,80.25,2.0,0.0,0.0,25.286666666666683,26.465555555555586,0
2026-05-20 00:30:00,289.55,81.95,2.05,0.0,0.0,25.427000000000028,26.62800000000004,1
2026-05-20 00:40:00,273.75,79.5,1.95,0.0,0.0,25.21900000000003,25.96300000000003,1
2026-05-20 00:50:00,278.0,61.2,1.75,0.0,0.0,25.48157894736844,27.15947368421056,0
2026-05-20 01:00:00,275.55,60.95,1.7,0.0,0.0,25.69111111111114,27.70888888888893,0
2026-05-20 01:10:00,273.95,61.05,1.85,0.0,0.0,25.889000000000017,27.93300000000001,0
2026-05-20 01:20:00,272.65,61.45,1.8,0.0,0.0,26.013333333333357,28.011111111111152,0
2026-05-20 01:30:00,269.9,61.4,1.9,0.0,0.0,26.054444444444464,28.0866666666667,0
2026-05-20 01:40:00,269.0,61.65,1.75,0.0,0.0,26.10400000000002,28.113000000000035,0
2026-05-20 01:50:00,266.95,60.05,1.95,0.0,0.0,26.180000000000025,28.13800000000004,0
2026-05-20 10:00:00,224.05,68.45,1.85,0.0,0.0,26.751000000000023,28.203000000000024,0
2026-05-20 10:10:00,212.65,66.95,1.95,0.0,0.0,25.95700000000001,26.874000000000027,1
2026-05-20 10:30:00,215.0,68.05,1.85,0.0,0.0,25.40222222222225,26.504444444444477,1
2026-05-20 10:40:00,224.4,68.75,1.9,0.0,0.0,25.402000000000022,26.236000000000026,1
2026-05-20 10:50:00,226.6,68.85,1.9,0.0,0.0,24.971666666666696,25.381666666666685,0
2026-05-20 11:00:00,230.05,71.75,2.1,0.0,0.0,25.197000000000024,26.286000000000023,1
2026-05-20 11:10:00,232.3,72.0,1.9,0.0,0.0,24.898750000000028,24.91375000000003,1
2026-05-20 11:20:00,233.9,75.85,2.05,0.0,0.0,24.810000000000034,25.796153846153864,1
2026-05-20 11:30:00,224.35,78.65,1.95,0.0,0.0,24.790000000000028,25.548000000000037,1
2026-05-20 11:40:00,232.85,79.35,1.95,0.0,0.0,24.92111111111113,25.61888888888892,1
2026-05-20 11:50:00,233.85,61.55,2.0,0.0,0.0,24.61900000000004,25.498000000000037,0
2026-05-20 12:00:00,232.6,68.8,1.95,0.0,0.0,25.237000000000023,27.018000000000026,0
