feature,importance_mean,p_value,significant
average_ambient,0.4676974565896698,1.5916519434801147e-39,True
average_light,0.344554229906722,1.2477255090763182e-36,True
average_temperature,0.17653040806059508,1.305235357806738e-31,True
average_object,0.009114944936309436,8.156024318828503e-15,True
average_gas,0.008015578213834702,4.046401050939098e-14,True
average_humidity,0.004384571969920943,7.525179209741402e-07,True
average_distance,0.0029548301496760392,9.506867224395476e-09,True
average_loudness,0.0006911442822683892,0.1470092894231785,False
